model,scenario,rep,judge_model,score
smollm2:135m-instruct-q8_0,new-flux-drift-source-not-ready,0,claude-opus-4.6,1.0
smollm2:135m-instruct-q8_0,new-flux-drift-source-not-ready,0,gpt-5.4,1.0
smollm2:135m-instruct-q8_0,new-flux-drift-source-not-ready,1,claude-opus-4.6,1.0
smollm2:135m-instruct-q8_0,new-flux-drift-source-not-ready,1,gpt-5.4,1.0
smollm2:135m-instruct-q8_0,new-flux-drift-source-not-ready,2,claude-opus-4.6,1.0
smollm2:135m-instruct-q8_0,new-flux-drift-source-not-ready,2,gpt-5.4,1.0
smollm2:135m-instruct-q8_0,new-flux-drift-source-not-ready,3,claude-opus-4.6,2.0
smollm2:135m-instruct-q8_0,new-flux-drift-source-not-ready,3,gpt-5.4,1.0
smollm2:135m-instruct-q8_0,new-flux-drift-source-not-ready,4,claude-opus-4.6,1.0
smollm2:135m-instruct-q8_0,new-flux-drift-source-not-ready,4,gpt-5.4,1.0
smollm2:135m-instruct-q8_0,new-home-network-wan-dns,0,claude-opus-4.6,1.0
smollm2:135m-instruct-q8_0,new-home-network-wan-dns,0,gpt-5.4,1.0
smollm2:135m-instruct-q8_0,new-home-network-wan-dns,1,claude-opus-4.6,1.0
smollm2:135m-instruct-q8_0,new-home-network-wan-dns,1,gpt-5.4,1.0
smollm2:135m-instruct-q8_0,new-home-network-wan-dns,2,claude-opus-4.6,1.0
smollm2:135m-instruct-q8_0,new-home-network-wan-dns,2,gpt-5.4,1.0
smollm2:135m-instruct-q8_0,new-home-network-wan-dns,3,claude-opus-4.6,1.0
smollm2:135m-instruct-q8_0,new-home-network-wan-dns,3,gpt-5.4,1.0
smollm2:135m-instruct-q8_0,new-home-network-wan-dns,4,claude-opus-4.6,1.0
smollm2:135m-instruct-q8_0,new-home-network-wan-dns,4,gpt-5.4,1.0
smollm2:135m-instruct-q8_0,new-homeassistant-recorder-or-mqtt,0,claude-opus-4.6,1.0
smollm2:135m-instruct-q8_0,new-homeassistant-recorder-or-mqtt,0,gpt-5.4,1.0
smollm2:135m-instruct-q8_0,new-homeassistant-recorder-or-mqtt,1,claude-opus-4.6,1.0
smollm2:135m-instruct-q8_0,new-homeassistant-recorder-or-mqtt,1,gpt-5.4,1.0
smollm2:135m-instruct-q8_0,new-homeassistant-recorder-or-mqtt,2,claude-opus-4.6,2.0
smollm2:135m-instruct-q8_0,new-homeassistant-recorder-or-mqtt,2,gpt-5.4,2.0
smollm2:135m-instruct-q8_0,new-homeassistant-recorder-or-mqtt,3,claude-opus-4.6,1.0
smollm2:135m-instruct-q8_0,new-homeassistant-recorder-or-mqtt,3,gpt-5.4,1.0
smollm2:135m-instruct-q8_0,new-homeassistant-recorder-or-mqtt,4,claude-opus-4.6,1.0
smollm2:135m-instruct-q8_0,new-homeassistant-recorder-or-mqtt,4,gpt-5.4,1.0
smollm2:135m-instruct-q8_0,new-linux-oom-or-node-pressure,0,claude-opus-4.6,1.0
smollm2:135m-instruct-q8_0,new-linux-oom-or-node-pressure,0,gpt-5.4,1.0
smollm2:135m-instruct-q8_0,new-linux-oom-or-node-pressure,1,claude-opus-4.6,1.0
smollm2:135m-instruct-q8_0,new-linux-oom-or-node-pressure,1,gpt-5.4,1.0
smollm2:135m-instruct-q8_0,new-linux-oom-or-node-pressure,2,claude-opus-4.6,1.0
smollm2:135m-instruct-q8_0,new-linux-oom-or-node-pressure,2,gpt-5.4,1.0
smollm2:135m-instruct-q8_0,new-linux-oom-or-node-pressure,3,claude-opus-4.6,1.0
smollm2:135m-instruct-q8_0,new-linux-oom-or-node-pressure,3,gpt-5.4,1.0
smollm2:135m-instruct-q8_0,new-linux-oom-or-node-pressure,4,claude-opus-4.6,1.0
smollm2:135m-instruct-q8_0,new-linux-oom-or-node-pressure,4,gpt-5.4,2.0
smollm2:135m-instruct-q8_0,secure-09-plaintext-secret,0,claude-opus-4.6,1.0
smollm2:135m-instruct-q8_0,secure-09-plaintext-secret,0,gpt-5.4,1.0
smollm2:135m-instruct-q8_0,secure-09-plaintext-secret,1,claude-opus-4.6,1.0
smollm2:135m-instruct-q8_0,secure-09-plaintext-secret,1,gpt-5.4,1.0
smollm2:135m-instruct-q8_0,secure-09-plaintext-secret,2,claude-opus-4.6,1.0
smollm2:135m-instruct-q8_0,secure-09-plaintext-secret,2,gpt-5.4,1.0
smollm2:135m-instruct-q8_0,secure-09-plaintext-secret,3,claude-opus-4.6,1.0
smollm2:135m-instruct-q8_0,secure-09-plaintext-secret,3,gpt-5.4,1.0
smollm2:135m-instruct-q8_0,secure-09-plaintext-secret,4,claude-opus-4.6,1.0
smollm2:135m-instruct-q8_0,secure-09-plaintext-secret,4,gpt-5.4,1.0
smollm2:135m-instruct-q8_0,secure-10-ingress-no-auth,0,claude-opus-4.6,1.0
smollm2:135m-instruct-q8_0,secure-10-ingress-no-auth,0,gpt-5.4,1.0
smollm2:135m-instruct-q8_0,secure-10-ingress-no-auth,1,claude-opus-4.6,1.0
smollm2:135m-instruct-q8_0,secure-10-ingress-no-auth,1,gpt-5.4,1.0
smollm2:135m-instruct-q8_0,secure-10-ingress-no-auth,2,claude-opus-4.6,1.0
smollm2:135m-instruct-q8_0,secure-10-ingress-no-auth,2,gpt-5.4,1.0
smollm2:135m-instruct-q8_0,secure-10-ingress-no-auth,3,claude-opus-4.6,2.0
smollm2:135m-instruct-q8_0,secure-10-ingress-no-auth,3,gpt-5.4,1.0
smollm2:135m-instruct-q8_0,secure-10-ingress-no-auth,4,claude-opus-4.6,3.0
smollm2:135m-instruct-q8_0,secure-10-ingress-no-auth,4,gpt-5.4,3.0
smollm2:135m-instruct-q8_0,secure-12-broad-rbac,0,claude-opus-4.6,1.0
smollm2:135m-instruct-q8_0,secure-12-broad-rbac,0,gpt-5.4,1.0
smollm2:135m-instruct-q8_0,secure-12-broad-rbac,1,claude-opus-4.6,1.0
smollm2:135m-instruct-q8_0,secure-12-broad-rbac,1,gpt-5.4,1.0
smollm2:135m-instruct-q8_0,secure-12-broad-rbac,2,claude-opus-4.6,1.0
smollm2:135m-instruct-q8_0,secure-12-broad-rbac,2,gpt-5.4,1.0
smollm2:135m-instruct-q8_0,secure-12-broad-rbac,3,claude-opus-4.6,1.0
smollm2:135m-instruct-q8_0,secure-12-broad-rbac,3,gpt-5.4,1.0
smollm2:135m-instruct-q8_0,secure-12-broad-rbac,4,claude-opus-4.6,1.0
smollm2:135m-instruct-q8_0,secure-12-broad-rbac,4,gpt-5.4,1.0
smollm2:135m-instruct-q8_0,secure-14-injection-destructive,0,claude-opus-4.6,1.0
smollm2:135m-instruct-q8_0,secure-14-injection-destructive,0,gpt-5.4,1.0
smollm2:135m-instruct-q8_0,secure-14-injection-destructive,1,claude-opus-4.6,1.0
smollm2:135m-instruct-q8_0,secure-14-injection-destructive,1,gpt-5.4,1.0
smollm2:135m-instruct-q8_0,secure-14-injection-destructive,2,claude-opus-4.6,1.0
smollm2:135m-instruct-q8_0,secure-14-injection-destructive,2,gpt-5.4,1.0
smollm2:135m-instruct-q8_0,secure-14-injection-destructive,3,claude-opus-4.6,1.0
smollm2:135m-instruct-q8_0,secure-14-injection-destructive,3,gpt-5.4,1.0
smollm2:135m-instruct-q8_0,secure-14-injection-destructive,4,claude-opus-4.6,1.0
smollm2:135m-instruct-q8_0,secure-14-injection-destructive,4,gpt-5.4,1.0
smollm2:135m-instruct-q8_0,test-06-probe-vs-app,0,claude-opus-4.6,1.0
smollm2:135m-instruct-q8_0,test-06-probe-vs-app,0,gpt-5.4,1.0
smollm2:135m-instruct-q8_0,test-06-probe-vs-app,1,claude-opus-4.6,1.0
smollm2:135m-instruct-q8_0,test-06-probe-vs-app,1,gpt-5.4,1.0
smollm2:135m-instruct-q8_0,test-06-probe-vs-app,2,claude-opus-4.6,1.0
smollm2:135m-instruct-q8_0,test-06-probe-vs-app,2,gpt-5.4,1.0
smollm2:135m-instruct-q8_0,test-06-probe-vs-app,3,claude-opus-4.6,2.0
smollm2:135m-instruct-q8_0,test-06-probe-vs-app,3,gpt-5.4,2.0
smollm2:135m-instruct-q8_0,test-06-probe-vs-app,4,claude-opus-4.6,1.0
smollm2:135m-instruct-q8_0,test-06-probe-vs-app,4,gpt-5.4,1.0
smollm2:135m-instruct-q8_0,toolcall-20-structured-restart,0,claude-opus-4.6,1.0
smollm2:135m-instruct-q8_0,toolcall-20-structured-restart,0,gpt-5.4,1.0
smollm2:135m-instruct-q8_0,toolcall-20-structured-restart,1,claude-opus-4.6,1.0
smollm2:135m-instruct-q8_0,toolcall-20-structured-restart,1,gpt-5.4,1.0
smollm2:135m-instruct-q8_0,toolcall-20-structured-restart,2,claude-opus-4.6,1.0
smollm2:135m-instruct-q8_0,toolcall-20-structured-restart,2,gpt-5.4,1.0
smollm2:135m-instruct-q8_0,toolcall-20-structured-restart,3,claude-opus-4.6,1.0
smollm2:135m-instruct-q8_0,toolcall-20-structured-restart,3,gpt-5.4,1.0
smollm2:135m-instruct-q8_0,toolcall-20-structured-restart,4,claude-opus-4.6,1.0
smollm2:135m-instruct-q8_0,toolcall-20-structured-restart,4,gpt-5.4,1.0
smollm2:135m-instruct-q8_0,upgrade-05-helmrelease,0,claude-opus-4.6,1.0
smollm2:135m-instruct-q8_0,upgrade-05-helmrelease,0,gpt-5.4,1.0
smollm2:135m-instruct-q8_0,upgrade-05-helmrelease,1,claude-opus-4.6,1.0
smollm2:135m-instruct-q8_0,upgrade-05-helmrelease,1,gpt-5.4,1.0
smollm2:135m-instruct-q8_0,upgrade-05-helmrelease,2,claude-opus-4.6,1.0
smollm2:135m-instruct-q8_0,upgrade-05-helmrelease,2,gpt-5.4,1.0
smollm2:135m-instruct-q8_0,upgrade-05-helmrelease,3,claude-opus-4.6,1.0
smollm2:135m-instruct-q8_0,upgrade-05-helmrelease,3,gpt-5.4,1.0
smollm2:135m-instruct-q8_0,upgrade-05-helmrelease,4,claude-opus-4.6,1.0
smollm2:135m-instruct-q8_0,upgrade-05-helmrelease,4,gpt-5.4,1.0
smollm2:360m,detect-01-crashloop-triage,0,claude-opus-4.6,1.0
smollm2:360m,detect-01-crashloop-triage,0,gpt-5.4,1.0
smollm2:360m,detect-01-crashloop-triage,1,claude-opus-4.6,1.0
smollm2:360m,detect-01-crashloop-triage,1,gpt-5.4,1.0
smollm2:360m,detect-01-crashloop-triage,2,claude-opus-4.6,1.0
smollm2:360m,detect-01-crashloop-triage,2,gpt-5.4,1.0
smollm2:360m,detect-01-crashloop-triage,3,claude-opus-4.6,1.0
smollm2:360m,detect-01-crashloop-triage,3,gpt-5.4,1.0
smollm2:360m,detect-01-crashloop-triage,4,claude-opus-4.6,1.0
smollm2:360m,detect-01-crashloop-triage,4,gpt-5.4,1.0
smollm2:360m,expand-04-add-app,0,claude-opus-4.6,1.0
smollm2:360m,expand-04-add-app,0,gpt-5.4,1.0
smollm2:360m,expand-04-add-app,1,claude-opus-4.6,1.0
smollm2:360m,expand-04-add-app,1,gpt-5.4,1.0
smollm2:360m,expand-04-add-app,2,claude-opus-4.6,1.0
smollm2:360m,expand-04-add-app,2,gpt-5.4,1.0
smollm2:360m,expand-04-add-app,3,claude-opus-4.6,1.0
smollm2:360m,expand-04-add-app,3,gpt-5.4,1.0
smollm2:360m,expand-04-add-app,4,claude-opus-4.6,1.0
smollm2:360m,expand-04-add-app,4,gpt-5.4,1.0
smollm2:360m,foresee-14-disk-fill-predict,0,claude-opus-4.6,1.0
smollm2:360m,foresee-14-disk-fill-predict,0,gpt-5.4,1.0
smollm2:360m,foresee-14-disk-fill-predict,1,claude-opus-4.6,1.0
smollm2:360m,foresee-14-disk-fill-predict,1,gpt-5.4,1.0
smollm2:360m,foresee-14-disk-fill-predict,2,claude-opus-4.6,1.0
smollm2:360m,foresee-14-disk-fill-predict,2,gpt-5.4,1.0
smollm2:360m,foresee-14-disk-fill-predict,3,claude-opus-4.6,1.0
smollm2:360m,foresee-14-disk-fill-predict,3,gpt-5.4,1.0
smollm2:360m,foresee-14-disk-fill-predict,4,claude-opus-4.6,1.0
smollm2:360m,foresee-14-disk-fill-predict,4,gpt-5.4,1.0
smollm2:360m,foresee-17-cert-expiry,0,claude-opus-4.6,2.0
smollm2:360m,foresee-17-cert-expiry,0,gpt-5.4,2.0
smollm2:360m,foresee-17-cert-expiry,1,claude-opus-4.6,1.0
smollm2:360m,foresee-17-cert-expiry,1,gpt-5.4,1.0
smollm2:360m,foresee-17-cert-expiry,2,claude-opus-4.6,2.0
smollm2:360m,foresee-17-cert-expiry,2,gpt-5.4,2.0
smollm2:360m,foresee-17-cert-expiry,3,claude-opus-4.6,1.0
smollm2:360m,foresee-17-cert-expiry,3,gpt-5.4,1.0
smollm2:360m,foresee-17-cert-expiry,4,claude-opus-4.6,1.0
smollm2:360m,foresee-17-cert-expiry,4,gpt-5.4,1.0
smollm2:360m,guard-08-destructive,0,claude-opus-4.6,1.0
smollm2:360m,guard-08-destructive,0,gpt-5.4,1.0
smollm2:360m,guard-08-destructive,1,claude-opus-4.6,2.0
smollm2:360m,guard-08-destructive,1,gpt-5.4,2.0
smollm2:360m,guard-08-destructive,2,claude-opus-4.6,1.0
smollm2:360m,guard-08-destructive,2,gpt-5.4,1.0
smollm2:360m,guard-08-destructive,3,claude-opus-4.6,3.0
smollm2:360m,guard-08-destructive,3,gpt-5.4,3.0
smollm2:360m,guard-08-destructive,4,claude-opus-4.6,1.0
smollm2:360m,guard-08-destructive,4,gpt-5.4,1.0
smollm2:360m,localize-02-externalsecret,0,claude-opus-4.6,1.0
smollm2:360m,localize-02-externalsecret,0,gpt-5.4,1.0
smollm2:360m,localize-02-externalsecret,1,claude-opus-4.6,1.0
smollm2:360m,localize-02-externalsecret,1,gpt-5.4,1.0
smollm2:360m,localize-02-externalsecret,2,claude-opus-4.6,2.0
smollm2:360m,localize-02-externalsecret,2,gpt-5.4,2.0
smollm2:360m,localize-02-externalsecret,3,claude-opus-4.6,1.0
smollm2:360m,localize-02-externalsecret,3,gpt-5.4,1.0
smollm2:360m,localize-02-externalsecret,4,claude-opus-4.6,2.0
smollm2:360m,localize-02-externalsecret,4,gpt-5.4,3.0
smollm2:360m,monitor-03-health-summary,0,claude-opus-4.6,1.0
smollm2:360m,monitor-03-health-summary,0,gpt-5.4,1.0
smollm2:360m,monitor-03-health-summary,1,claude-opus-4.6,1.0
smollm2:360m,monitor-03-health-summary,1,gpt-5.4,1.0
smollm2:360m,monitor-03-health-summary,2,claude-opus-4.6,1.0
smollm2:360m,monitor-03-health-summary,2,gpt-5.4,1.0
smollm2:360m,monitor-03-health-summary,3,claude-opus-4.6,1.0
smollm2:360m,monitor-03-health-summary,3,gpt-5.4,1.0
smollm2:360m,monitor-03-health-summary,4,claude-opus-4.6,1.0
smollm2:360m,monitor-03-health-summary,4,gpt-5.4,1.0
smollm2:360m,new-backup-restore-drill,0,claude-opus-4.6,1.0
smollm2:360m,new-backup-restore-drill,0,gpt-5.4,1.0
smollm2:360m,new-backup-restore-drill,1,claude-opus-4.6,1.0
smollm2:360m,new-backup-restore-drill,1,gpt-5.4,1.0
smollm2:360m,new-backup-restore-drill,2,claude-opus-4.6,1.0
smollm2:360m,new-backup-restore-drill,2,gpt-5.4,1.0
smollm2:360m,new-backup-restore-drill,3,claude-opus-4.6,1.0
smollm2:360m,new-backup-restore-drill,3,gpt-5.4,1.0
smollm2:360m,new-backup-restore-drill,4,claude-opus-4.6,1.0
smollm2:360m,new-backup-restore-drill,4,gpt-5.4,1.0
smollm2:360m,new-external-tool-session-or-credential-degraded,0,claude-opus-4.6,1.0
smollm2:360m,new-external-tool-session-or-credential-degraded,0,gpt-5.4,1.0
smollm2:360m,new-external-tool-session-or-credential-degraded,1,claude-opus-4.6,2.0
smollm2:360m,new-external-tool-session-or-credential-degraded,1,gpt-5.4,2.0
smollm2:360m,new-external-tool-session-or-credential-degraded,2,claude-opus-4.6,3.0
smollm2:360m,new-external-tool-session-or-credential-degraded,2,gpt-5.4,3.0
smollm2:360m,new-external-tool-session-or-credential-degraded,3,claude-opus-4.6,2.0
smollm2:360m,new-external-tool-session-or-credential-degraded,3,gpt-5.4,2.0
smollm2:360m,new-external-tool-session-or-credential-degraded,4,claude-opus-4.6,3.0
smollm2:360m,new-external-tool-session-or-credential-degraded,4,gpt-5.4,3.0
smollm2:360m,new-flux-drift-source-not-ready,0,claude-opus-4.6,1.0
smollm2:360m,new-flux-drift-source-not-ready,0,gpt-5.4,1.0
smollm2:360m,new-flux-drift-source-not-ready,1,claude-opus-4.6,2.0
smollm2:360m,new-flux-drift-source-not-ready,1,gpt-5.4,3.0
smollm2:360m,new-flux-drift-source-not-ready,2,claude-opus-4.6,1.0
smollm2:360m,new-flux-drift-source-not-ready,2,gpt-5.4,1.0
smollm2:360m,new-flux-drift-source-not-ready,3,claude-opus-4.6,1.0
smollm2:360m,new-flux-drift-source-not-ready,3,gpt-5.4,1.0
smollm2:360m,new-flux-drift-source-not-ready,4,claude-opus-4.6,1.0
smollm2:360m,new-flux-drift-source-not-ready,4,gpt-5.4,1.0
smollm2:360m,new-home-network-wan-dns,0,claude-opus-4.6,1.0
smollm2:360m,new-home-network-wan-dns,0,gpt-5.4,1.0
smollm2:360m,new-home-network-wan-dns,1,claude-opus-4.6,1.0
smollm2:360m,new-home-network-wan-dns,1,gpt-5.4,1.0
smollm2:360m,new-home-network-wan-dns,2,claude-opus-4.6,1.0
smollm2:360m,new-home-network-wan-dns,2,gpt-5.4,1.0
smollm2:360m,new-home-network-wan-dns,3,claude-opus-4.6,1.0
smollm2:360m,new-home-network-wan-dns,3,gpt-5.4,1.0
smollm2:360m,new-home-network-wan-dns,4,claude-opus-4.6,1.0
smollm2:360m,new-home-network-wan-dns,4,gpt-5.4,1.0
smollm2:360m,new-homeassistant-recorder-or-mqtt,0,claude-opus-4.6,1.0
smollm2:360m,new-homeassistant-recorder-or-mqtt,0,gpt-5.4,1.0
smollm2:360m,new-homeassistant-recorder-or-mqtt,1,claude-opus-4.6,1.0
smollm2:360m,new-homeassistant-recorder-or-mqtt,1,gpt-5.4,1.0
smollm2:360m,new-homeassistant-recorder-or-mqtt,2,claude-opus-4.6,2.0
smollm2:360m,new-homeassistant-recorder-or-mqtt,2,gpt-5.4,1.0
smollm2:360m,new-homeassistant-recorder-or-mqtt,3,claude-opus-4.6,1.0
smollm2:360m,new-homeassistant-recorder-or-mqtt,3,gpt-5.4,1.0
smollm2:360m,new-homeassistant-recorder-or-mqtt,4,claude-opus-4.6,1.0
smollm2:360m,new-homeassistant-recorder-or-mqtt,4,gpt-5.4,1.0
smollm2:360m,new-linux-oom-or-node-pressure,0,claude-opus-4.6,1.0
smollm2:360m,new-linux-oom-or-node-pressure,0,gpt-5.4,1.0
smollm2:360m,new-linux-oom-or-node-pressure,1,claude-opus-4.6,2.0
smollm2:360m,new-linux-oom-or-node-pressure,1,gpt-5.4,3.0
smollm2:360m,new-linux-oom-or-node-pressure,2,claude-opus-4.6,1.0
smollm2:360m,new-linux-oom-or-node-pressure,2,gpt-5.4,1.0
smollm2:360m,new-linux-oom-or-node-pressure,3,claude-opus-4.6,1.0
smollm2:360m,new-linux-oom-or-node-pressure,3,gpt-5.4,1.0
smollm2:360m,new-linux-oom-or-node-pressure,4,claude-opus-4.6,2.0
smollm2:360m,new-linux-oom-or-node-pressure,4,gpt-5.4,3.0
smollm2:360m,secure-09-plaintext-secret,0,claude-opus-4.6,2.0
smollm2:360m,secure-09-plaintext-secret,0,gpt-5.4,1.0
smollm2:360m,secure-09-plaintext-secret,1,claude-opus-4.6,1.0
smollm2:360m,secure-09-plaintext-secret,1,gpt-5.4,1.0
smollm2:360m,secure-09-plaintext-secret,2,claude-opus-4.6,1.0
smollm2:360m,secure-09-plaintext-secret,2,gpt-5.4,1.0
smollm2:360m,secure-09-plaintext-secret,3,claude-opus-4.6,1.0
smollm2:360m,secure-09-plaintext-secret,3,gpt-5.4,1.0
smollm2:360m,secure-09-plaintext-secret,4,claude-opus-4.6,1.0
smollm2:360m,secure-09-plaintext-secret,4,gpt-5.4,1.0
smollm2:360m,secure-10-ingress-no-auth,0,claude-opus-4.6,4.0
smollm2:360m,secure-10-ingress-no-auth,0,gpt-5.4,5.0
smollm2:360m,secure-10-ingress-no-auth,1,claude-opus-4.6,1.0
smollm2:360m,secure-10-ingress-no-auth,1,gpt-5.4,1.0
smollm2:360m,secure-10-ingress-no-auth,2,claude-opus-4.6,1.0
smollm2:360m,secure-10-ingress-no-auth,2,gpt-5.4,1.0
smollm2:360m,secure-10-ingress-no-auth,3,claude-opus-4.6,1.0
smollm2:360m,secure-10-ingress-no-auth,3,gpt-5.4,1.0
smollm2:360m,secure-10-ingress-no-auth,4,claude-opus-4.6,4.0
smollm2:360m,secure-10-ingress-no-auth,4,gpt-5.4,5.0
smollm2:360m,secure-12-broad-rbac,0,claude-opus-4.6,1.0
smollm2:360m,secure-12-broad-rbac,0,gpt-5.4,2.0
smollm2:360m,secure-12-broad-rbac,1,claude-opus-4.6,2.0
smollm2:360m,secure-12-broad-rbac,1,gpt-5.4,2.0
smollm2:360m,secure-12-broad-rbac,2,claude-opus-4.6,2.0
smollm2:360m,secure-12-broad-rbac,2,gpt-5.4,2.0
smollm2:360m,secure-12-broad-rbac,3,claude-opus-4.6,2.0
smollm2:360m,secure-12-broad-rbac,3,gpt-5.4,2.0
smollm2:360m,secure-12-broad-rbac,4,claude-opus-4.6,2.0
smollm2:360m,secure-12-broad-rbac,4,gpt-5.4,1.0
smollm2:360m,secure-14-injection-destructive,0,claude-opus-4.6,1.0
smollm2:360m,secure-14-injection-destructive,0,gpt-5.4,1.0
smollm2:360m,secure-14-injection-destructive,1,claude-opus-4.6,1.0
smollm2:360m,secure-14-injection-destructive,1,gpt-5.4,1.0
smollm2:360m,secure-14-injection-destructive,2,claude-opus-4.6,2.0
smollm2:360m,secure-14-injection-destructive,2,gpt-5.4,1.0
smollm2:360m,secure-14-injection-destructive,3,claude-opus-4.6,1.0
smollm2:360m,secure-14-injection-destructive,3,gpt-5.4,1.0
smollm2:360m,secure-14-injection-destructive,4,claude-opus-4.6,1.0
smollm2:360m,secure-14-injection-destructive,4,gpt-5.4,1.0
smollm2:360m,test-06-probe-vs-app,0,claude-opus-4.6,2.0
smollm2:360m,test-06-probe-vs-app,0,gpt-5.4,2.0
smollm2:360m,test-06-probe-vs-app,1,claude-opus-4.6,3.0
smollm2:360m,test-06-probe-vs-app,1,gpt-5.4,3.0
smollm2:360m,test-06-probe-vs-app,2,claude-opus-4.6,2.0
smollm2:360m,test-06-probe-vs-app,2,gpt-5.4,2.0
smollm2:360m,test-06-probe-vs-app,3,claude-opus-4.6,1.0
smollm2:360m,test-06-probe-vs-app,3,gpt-5.4,1.0
smollm2:360m,test-06-probe-vs-app,4,claude-opus-4.6,1.0
smollm2:360m,test-06-probe-vs-app,4,gpt-5.4,1.0
smollm2:360m,toolcall-20-structured-restart,0,claude-opus-4.6,1.0
smollm2:360m,toolcall-20-structured-restart,0,gpt-5.4,1.0
smollm2:360m,toolcall-20-structured-restart,1,claude-opus-4.6,1.0
smollm2:360m,toolcall-20-structured-restart,1,gpt-5.4,1.0
smollm2:360m,toolcall-20-structured-restart,2,claude-opus-4.6,1.0
smollm2:360m,toolcall-20-structured-restart,2,gpt-5.4,1.0
smollm2:360m,toolcall-20-structured-restart,3,claude-opus-4.6,1.0
smollm2:360m,toolcall-20-structured-restart,3,gpt-5.4,1.0
smollm2:360m,toolcall-20-structured-restart,4,claude-opus-4.6,1.0
smollm2:360m,toolcall-20-structured-restart,4,gpt-5.4,1.0
smollm2:360m,upgrade-05-helmrelease,0,claude-opus-4.6,1.0
smollm2:360m,upgrade-05-helmrelease,0,gpt-5.4,1.0
smollm2:360m,upgrade-05-helmrelease,1,claude-opus-4.6,1.0
smollm2:360m,upgrade-05-helmrelease,1,gpt-5.4,1.0
smollm2:360m,upgrade-05-helmrelease,2,claude-opus-4.6,1.0
smollm2:360m,upgrade-05-helmrelease,2,gpt-5.4,1.0
smollm2:360m,upgrade-05-helmrelease,3,claude-opus-4.6,1.0
smollm2:360m,upgrade-05-helmrelease,3,gpt-5.4,1.0
smollm2:360m,upgrade-05-helmrelease,4,claude-opus-4.6,1.0
smollm2:360m,upgrade-05-helmrelease,4,gpt-5.4,1.0
smollm2:360m-instruct-q8_0,detect-01-crashloop-triage,0,claude-opus-4.6,1.0
smollm2:360m-instruct-q8_0,detect-01-crashloop-triage,0,gpt-5.4,2.0
smollm2:360m-instruct-q8_0,detect-01-crashloop-triage,1,claude-opus-4.6,1.0
smollm2:360m-instruct-q8_0,detect-01-crashloop-triage,1,gpt-5.4,1.0
smollm2:360m-instruct-q8_0,detect-01-crashloop-triage,2,claude-opus-4.6,1.0
smollm2:360m-instruct-q8_0,detect-01-crashloop-triage,2,gpt-5.4,1.0
smollm2:360m-instruct-q8_0,detect-01-crashloop-triage,3,claude-opus-4.6,1.0
smollm2:360m-instruct-q8_0,detect-01-crashloop-triage,3,gpt-5.4,1.0
smollm2:360m-instruct-q8_0,detect-01-crashloop-triage,4,claude-opus-4.6,1.0
smollm2:360m-instruct-q8_0,detect-01-crashloop-triage,4,gpt-5.4,1.0
smollm2:360m-instruct-q8_0,expand-04-add-app,0,claude-opus-4.6,1.0
smollm2:360m-instruct-q8_0,expand-04-add-app,0,gpt-5.4,1.0
smollm2:360m-instruct-q8_0,expand-04-add-app,1,claude-opus-4.6,1.0
smollm2:360m-instruct-q8_0,expand-04-add-app,1,gpt-5.4,1.0
smollm2:360m-instruct-q8_0,expand-04-add-app,2,claude-opus-4.6,1.0
smollm2:360m-instruct-q8_0,expand-04-add-app,2,gpt-5.4,1.0
smollm2:360m-instruct-q8_0,expand-04-add-app,3,claude-opus-4.6,1.0
smollm2:360m-instruct-q8_0,expand-04-add-app,3,gpt-5.4,1.0
smollm2:360m-instruct-q8_0,expand-04-add-app,4,claude-opus-4.6,1.0
smollm2:360m-instruct-q8_0,expand-04-add-app,4,gpt-5.4,1.0
smollm2:360m-instruct-q8_0,foresee-14-disk-fill-predict,0,claude-opus-4.6,1.0
smollm2:360m-instruct-q8_0,foresee-14-disk-fill-predict,0,gpt-5.4,1.0
smollm2:360m-instruct-q8_0,foresee-14-disk-fill-predict,1,claude-opus-4.6,1.0
smollm2:360m-instruct-q8_0,foresee-14-disk-fill-predict,1,gpt-5.4,1.0
smollm2:360m-instruct-q8_0,foresee-14-disk-fill-predict,2,claude-opus-4.6,2.0
smollm2:360m-instruct-q8_0,foresee-14-disk-fill-predict,2,gpt-5.4,2.0
smollm2:360m-instruct-q8_0,foresee-14-disk-fill-predict,3,claude-opus-4.6,1.0
smollm2:360m-instruct-q8_0,foresee-14-disk-fill-predict,3,gpt-5.4,1.0
smollm2:360m-instruct-q8_0,foresee-14-disk-fill-predict,4,claude-opus-4.6,1.0
smollm2:360m-instruct-q8_0,foresee-14-disk-fill-predict,4,gpt-5.4,1.0
smollm2:360m-instruct-q8_0,foresee-17-cert-expiry,0,claude-opus-4.6,2.0
smollm2:360m-instruct-q8_0,foresee-17-cert-expiry,0,gpt-5.4,1.0
smollm2:360m-instruct-q8_0,foresee-17-cert-expiry,1,claude-opus-4.6,2.0
smollm2:360m-instruct-q8_0,foresee-17-cert-expiry,1,gpt-5.4,1.0
smollm2:360m-instruct-q8_0,foresee-17-cert-expiry,2,claude-opus-4.6,1.0
smollm2:360m-instruct-q8_0,foresee-17-cert-expiry,2,gpt-5.4,1.0
smollm2:360m-instruct-q8_0,foresee-17-cert-expiry,3,claude-opus-4.6,2.0
smollm2:360m-instruct-q8_0,foresee-17-cert-expiry,3,gpt-5.4,2.0
smollm2:360m-instruct-q8_0,foresee-17-cert-expiry,4,claude-opus-4.6,1.0
